Name,Gender,Category,Nationality,Status,Birth Year,Death year,Age,Marriage,Education Level,Profession,Profession group,Olympics,Gold Metals,Active Player,Political,Forbes,Grammy,Grammy_num,Oscar,Big_four_attend,Service time,Industry time
Cate Blanchett,1,Film,Australia,0,1969,2023,54,1,G,Drama,Actress,0,0,0,,0,0,0,1,0,0,26
Brie Larson,1,Film,United States,0,1989,2023,34,1,H,Drama,Actress,0,0,0,,0,0,0,1,0,0,23
Octavia Spencer,1,Film,United States,0,1970,2023,53,0,C,Drama,Actress,0,0,0,,0,0,0,1,0,0,25
Rachel McAdams,1,Film,Canada,0,1978,2023,45,0,C,Romance,Actress,0,0,0,,0,0,0,0,0,0,20
Julianne Moore,1,Film,United States,0,1960,2023,63,1,G,Drama,Actress,0,0,0,,0,0,0,1,0,0,32
Michelle Williams,1,Film,United States,0,1980,2023,43,0,H,Drama,Actress,0,0,0,,0,0,0,0,0,0,25
Keira Knightley,1,Film,United Kingdom,0,1985,2023,38,1,H,Drama,Actress,0,0,0,,0,0,0,0,0,0,21
Sigourney Weaver,1,Film,United States,0,1949,2023,74,1,C,Science Fiction,Actress,0,0,0,,0,0,0,0,0,0,43
Tilda Swinton,1,Film,United Kingdom,0,1960,2023,63,0,C,Action,Actress,0,0,0,,0,0,0,1,0,0,36
Zoe Saldana,1,Film,United States,0,1978,2023,45,1,H,Science Fiction,Actress,0,0,0,,0,0,0,0,0,0,22
Rachel Weisz,1,Film,United Kingdom,0,1970,2023,53,1,C,Drama,Actress,0,0,0,,0,0,0,1,0,0,29
Cameron Diaz,1,Film,United States,0,1972,2023,51,1,H,Comedy,Actress,0,0,0,,0,0,0,0,0,0,26
Helen Hunt,1,Film,United States,0,1963,2023,60,1,C,Drama,Actress,0,0,0,,0,0,0,1,0,0,44
Ava Gardner,1,Film,United States,1,1922,1990,68,1,H,Romance,Actress,0,0,0,,0,0,0,0,0,0,45
Elizabeth Taylor,1,Film,United Kingdom,1,1932,2011,79,1,H,Romance,Actress,0,0,0,,0,0,0,1,0,0,62
Ingrid Bergman,1,Film,Sweden,1,1915,1982,67,1,U,Romance,Actress,0,0,0,,0,0,0,1,0,0,49
Milla Jovovich,1,Film,Ukraine,0,1975,2023,48,1,H,Action,Actress,0,0,0,,0,0,0,0,0,0,36
Marilyn Monroe,1,Film,United States,1,1926,1962,36,1,H,Comedy,Actress,0,0,0,,0,0,0,0,0,0,15
Betty White,1,Film,United States,1,1922,2021,99,1,H,Comedy,Actress,0,0,0,,0,0,0,0,0,0,82
Scarlett Johansson,1,Film,United States,0,1984,2023,39,1,H,Action,Actress,0,0,0,,0,0,0,0,0,0,29
Margot Robbie,1,Film,Australia,0,1990,2023,33,1,H,Drama,Actress,0,0,0,,0,0,0,0,0,0,13
Emma Watson,1,Film,United Kingdom,0,1990,2023,33,0,C,Romance,Actress,0,0,0,,0,0,0,0,0,0,21
Zendaya,1,Film,United States,0,1996,2023,27,0,H,Drama,Actress,0,0,0,,0,0,0,0,0,0,11
Elizabeth Olsen,1,Film,United States,0,1989,2023,34,0,C,Science Fiction,Actress,0,0,0,,0,0,0,0,0,0,12
Liu Yifei,1,Film,China,0,1987,2023,36,0,C,Action,Actress,0,0,0,,0,0,0,0,0,0,17
Fan Bingbing,1,Film,China,0,1981,2023,42,1,C,Drama,Actress,0,0,0,,0,0,0,0,0,0,26
Zhang Ziyi,1,Film,China,0,1979,2023,44,1,C,Action,Actress,0,0,0,,0,0,0,0,0,0,24
Angelina Jolie,1,Film,United States,0,1975,2023,48,1,H,Action,Actress,0,0,0,,0,0,0,1,0,0,42
Emily Blunt,1,Film,United Kingdom,0,1983,2023,40,1,C,Thriller,Actress,0,0,0,,0,0,0,0,0,0,21
Gal Gadot,1,Film,Israel,0,1985,2023,38,1,C,Action,Actress,0,0,0,,0,0,0,0,0,0,14
Kate Winslet,1,Film,United Kingdom,0,1975,2023,48,1,H,Drama,Actress,0,0,0,,0,0,0,1,0,0,29
Amy Adams,1,Film,United States,0,1974,2023,49,1,H,Drama,Actress,0,0,0,,0,0,0,0,0,0,23
Blake Lively,1,Film,United States,0,1987,2023,36,1,C,Thriller,Actress,0,0,0,,0,0,0,0,0,0,15
Maggie Smith,1,Film,United Kingdom,0,1934,2023,88,1,H,Drama,Actress,0,0,0,,0,0,0,1,0,0,68
Elle Fanning,1,Film,United States,0,1998,2023,25,0,H,Drama,Actress,0,0,0,,0,0,0,0,0,0,21
Kristen Bell,1,Film,United States,0,1980,2023,43,1,C,Comedy,Actress,0,0,0,,0,0,0,0,0,0,21
Emilia Clarke,1,Film,United Kingdom,0,1986,2023,37,0,C,Drama,Actress,0,0,0,,0,0,0,0,0,0,14
Steven Spielberg,0,Film,United States,0,1946,2023,77,1,C,Action,Director,0,0,0,,0,0,0,1,0,0,51
Martin Scorsese,0,Film,United States,0,1942,2023,81,1,G,Crime,Director,0,0,0,,0,0,0,1,0,0,57
Quentin Tarantino,0,Film,United States,0,1963,2023,60,0,SS,Crime,Director,0,0,0,,0,0,0,1,0,0,31
Ridley Scott,0,Film,United Kingdom,0,1937,2023,86,1,G,Science Fiction,Director,0,0,0,,0,0,0,0,0,0,53
Stanley Kubrick,0,Film,United States,1,1928,1999,71,1,SS,Science Fiction,Director,0,0,0,,0,0,0,1,0,0,48
Francis Ford Coppola,0,Film,United States,0,1939,2023,84,1,G,Crime,Director,0,0,0,,0,0,0,1,0,0,56
Clint Eastwood,0,Film,United States,0,1930,2023,93,1,H,Drama,Director,0,0,0,,0,0,0,1,0,0,72
Wes Anderson,0,Film,United States,0,1969,2023,54,0,C,Comedy,Director,0,0,0,,0,0,0,0,0,0,29
Woody Allen,0,Film,United States,0,1935,2023,88,1,C,Comedy,Director,0,0,0,,0,0,0,1,0,0,63
Ethan Coen,0,Film,United States,0,1957,2023,66,1,G,Crime,Director,0,0,0,,0,0,0,1,0,0,39
Joel Coen,0,Film,United States,0,1954,2023,69,1,G,Crime,Director,0,0,0,,0,0,0,1,0,0,39
Robert Zemeckis,0,Film,United States,0,1951,2023,72,1,G,Science Fiction,Director,0,0,0,,0,0,0,1,0,0,43
Michael Bay,0,Film,United States,0,1965,2023,58,0,G,Action,Director,0,0,0,,0,0,0,0,0,0,28
Guy Ritchie,0,Film,United Kingdom,0,1968,2023,55,1,H,Action,Director,0,0,0,,0,0,0,0,0,0,25
James Wan,0,Film,Malaysia,0,1977,2023,46,0,G,Thriller,Director,0,0,0,,0,0,0,0,0,0,18
Ron Howard,0,Film,United States,0,1954,2023,69,1,H,Drama,Director,0,0,0,,0,0,0,1,0,0,65
George Lucas,0,Film,United States,0,1944,2023,79,1,G,Science Fiction,Director,0,0,0,,0,0,0,0,0,0,51
David Lynch,0,Film,United States,0,1946,2023,77,1,G,Thriller,Director,0,0,0,,0,0,0,0,0,0,47
Oliver Stone,0,Film,United States,0,1946,2023,77,1,G,Drama,Director,0,0,0,,0,0,0,1,0,0,46
Taika Waititi,0,Film,New Zealand,0,1975,2023,48,1,C,Comedy,Director,0,0,0,,0,0,0,1,0,0,17
Mel Gibson,0,Film,United States,0,1956,2023,67,1,H,Drama,Director,0,0,0,,0,0,0,1,0,0,43
Chen Kaige,0,Film,China,0,1952,2023,71,1,G,Drama,Director,0,0,0,,0,0,0,0,0,0,33
John Woo,0,Film,China,0,1946,2023,77,1,H,Action,Director,0,0,0,,0,0,0,0,0,0,53
Tsui Hark,0,Film,China,0,1950,2023,73,1,C,Action,Director,0,0,0,,0,0,0,0,0,0,42
Hou Hsiao-Hsien,0,Film,China,0,1947,2023,76,1,SS,Drama,Director,0,0,0,,0,0,0,0,0,0,39
Yuen Woo-ping,0,Film,China,0,1945,2023,78,1,U,Action,Director,0,0,0,,0,0,0,0,0,0,51
Daniel Craig,0,Film,United Kingdom,0,1968,2023,55,1,C,Action,Actor,0,0,0,,0,0,0,0,0,0,31
Javier Bardem,0,Film,Spain,0,1969,2023,54,1,C,Crime,Actor,0,0,0,,0,0,0,1,0,0,33
Hugh Jackman,0,Film,Australia,0,1968,2023,55,1,C,Action,Actor,0,0,0,,0,0,0,0,0,0,26
Russell Crowe,0,Film,New Zealand,0,1964,2023,59,1,H,Drama,Actor,0,0,0,,0,0,0,1,0,0,33
Ralph Fiennes,0,Film,United Kingdom,0,1962,2023,61,0,C,Drama,Actor,0,0,0,,0,0,0,0,0,0,31
Idris Elba,0,Film,United Kingdom,0,1972,2023,51,1,C,Action,Actor,0,0,0,,0,0,0,0,0,0,25
Dev Patel,0,Film,United Kingdom,0,1990,2023,33,0,H,Drama,Actor,0,0,0,,0,0,0,0,0,0,15
Ian McKellen,0,Film,United Kingdom,0,1939,2023,84,0,C,Drama,Actor,0,0,0,,0,0,0,0,0,0,61
Chiwetel Ejiofor,0,Film,United Kingdom,0,1977,2023,46,0,C,Drama,Actor,0,0,0,,0,0,0,0,0,0,22
Benedict Cumberbatch,0,Film,United Kingdom,0,1976,2023,47,0,C,Drama,Actor,0,0,0,,0,0,0,0,0,0,21
Gerard Butler,0,Film,United Kingdom,0,1969,2023,54,0,C,Action,Actor,0,0,0,,0,0,0,0,0,0,24
Colin Firth,0,Film,United Kingdom,0,1960,2023,63,1,C,Drama,Actor,0,0,0,,0,0,0,1,0,0,36
Ewan McGregor,0,Film,United Kingdom,0,1971,2023,52,1,H,Drama,Actor,0,0,0,,0,0,0,0,0,0,29
Antonio Banderas,0,Film,Spain,0,1960,2023,63,1,C,Action,Actor,0,0,0,,0,0,0,0,0,0,39
Jean Reno,0,Film,France,0,1948,2023,75,1,U,Action,Actor,0,0,0,,0,0,0,0,0,0,41
Jeremy Irons,0,Film,United Kingdom,0,1948,2023,75,1,C,Drama,Actor,0,0,0,,0,0,0,1,0,0,45
Christian Bale,0,Film,United Kingdom,0,1974,2023,49,1,H,Action,Actor,0,0,0,,0,0,0,1,0,0,35
Sean Connery,0,Film,United Kingdom,1,1930,2020,90,1,H,Action,Actor,0,0,0,,0,0,0,1,0,0,50
Christoph Waltz,0,Film,Austria,0,1956,2023,67,1,G,Drama,Actor,0,0,0,,0,0,0,1,0,0,41
Ken Watanabe,0,Film,Japan,0,1959,2023,64,1,C,Drama,Actor,0,0,0,,0,0,0,0,0,0,42
Stan Lee,0,Film,United States,1,1922,2018,96,1,H,Science Fiction,Writer,0,0,0,,0,0,0,0,0,0,77
Alfred Hitchcock,0,Film,United Kingdom,1,1899,1980,81,1,H,Thriller,Director,0,0,0,,0,0,0,0,0,0,53
Charlie Chaplin,0,Film,United Kingdom,1,1889,1977,88,1,U,Comedy,Director,0,0,0,,0,0,0,1,0,0,75
Marlon Brando,0,Film,United States,1,1924,2004,80,1,C,Drama,Actor,0,0,0,,0,0,0,1,0,0,60
Orson Welles,0,Film,United States,1,1915,1985,70,1,C,Drama,Director,0,0,0,,0,0,0,1,0,0,45
Bruce Lee,0,Film,United States,1,1940,1973,33,1,C,Action,Actor,0,0,0,,0,0,0,0,0,0,14
Heath Ledger,0,Film,Australia,1,1979,2008,29,0,H,Drama,Actor,0,0,0,,0,0,0,1,0,0,18
Paul Newman,0,Film,United States,1,1925,2008,83,1,C,Drama,Actor,0,0,0,,0,0,0,1,0,0,55
Sidney Lumet,0,Film,United States,1,1924,2011,87,1,H,Drama,Director,0,0,0,,0,0,0,1,0,0,62
Federico Fellini,0,Film,Italy,1,1920,1993,73,1,U,Drama,Director,0,0,0,,0,0,0,1,0,0,40
Akira Kurosawa,0,Film,Japan,1,1910,1998,88,1,C,Drama,Director,0,0,0,,0,0,0,1,0,0,57
Ingmar Bergman,0,Film,Sweden,1,1918,2007,89,1,C,Drama,Director,0,0,0,,0,0,0,0,0,0,46
John Huston,0,Film,United States,1,1906,1987,81,1,H,Drama,Director,0,0,0,,0,0,0,1,0,0,47
Sergio Leone,0,Film,Italy,1,1929,1989,60,0,U,Action,Director,0,0,0,,0,0,0,0,0,0,33
